univName,greV,greQ,toeflScore,cgpa_converted
University of Illinois Chicago,130.0,155.319,106.0,3.468
University of Illinois Chicago,150.0,161.0,100.0,3.36
University of Illinois Chicago,130.0,170.213,112.0,3.848
University of Illinois Chicago,163.0,164.0,115.0,3.016
University of Illinois Chicago,130.0,170.213,120.0,2.6
University of Illinois Chicago,130.0,159.574,95.0,2.94
University of Illinois Chicago,130.0,170.213,100.0,2.8
University of Illinois Chicago,144.0,161.0,89.0,2.626
University of Illinois Chicago,160.0,170.0,112.0,3.36
University of Illinois Chicago,130.0,168.085,106.0,2.752
University of Illinois Chicago,149.0,159.0,104.0,3.16
University of Illinois Chicago,136.17,148.936,103.0,2.996
University of Illinois Chicago,152.0,170.0,112.0,3.028
University of Illinois Chicago,130.0,165.957,101.0,2.942
University of Illinois Chicago,151.0,164.0,108.0,3.2
University of Illinois Chicago,152.0,162.0,103.0,3.184
University of Illinois Chicago,130.0,157.447,104.0,2.84
University of Illinois Chicago,130.0,168.085,107.0,3.72
University of Illinois Chicago,162.0,162.0,103.0,3.22
University of Illinois Chicago,146.0,162.0,96.0,2.686
University of Illinois Chicago,157.0,161.0,99.0,3.296
University of Illinois Chicago,145.0,165.0,96.0,2.96
University of Illinois Chicago,130.0,168.085,111.0,3.36
University of Illinois Chicago,134.043,138.298,112.0,2.28
University of Illinois Chicago,130.0,144.681,92.0,3.04
University of Illinois Chicago,145.0,160.0,98.0,3.316
University of Illinois Chicago,136.17,161.702,109.0,2.2
University of Illinois Chicago,130.0,170.213,107.0,3.52
University of Illinois Chicago,150.0,165.0,105.0,3.168
University of Illinois Chicago,140.426,153.191,111.0,2.361
University of Illinois Chicago,28.0,49.0,106.0,3.28
University of Illinois Chicago,136.17,155.319,115.0,2.96
University of Illinois Chicago,155.0,158.0,108.0,3.312
University of Illinois Chicago,134.043,165.957,99.0,2.36
University of Illinois Chicago,150.0,162.0,96.0,3.1
University of Illinois Chicago,155.0,166.0,97.0,2.92
University of Illinois Chicago,130.0,161.702,102.0,3.02
University of Illinois Chicago,153.0,162.0,111.0,3.28
University of Illinois Chicago,151.0,157.0,102.0,2.56
University of Illinois Chicago,150.0,164.0,113.0,3.5
University of Illinois Chicago,58.0,76.0,108.0,3.48
University of Illinois Chicago,153.0,163.0,104.0,2.32
University of Illinois Chicago,148.0,170.0,98.0,3.08
University of Illinois Chicago,130.0,163.83,95.0,3.36
University of Illinois Chicago,150.0,158.0,97.0,3.28
University of Illinois Chicago,145.0,165.0,96.0,3.172
University of Illinois Chicago,130.0,155.319,105.0,2.56
University of Illinois Chicago,34.0,50.0,112.0,3.016
University of Illinois Chicago,150.0,166.0,107.0,3.16
University of Illinois Chicago,151.0,161.0,105.0,2.4
University of Illinois Chicago,152.0,156.0,109.0,3.404
University of Illinois Chicago,140.426,163.83,113.0,2.64
University of Illinois Chicago,27.0,39.0,108.0,2.72
University of Illinois Chicago,130.0,155.319,97.0,2.96
University of Illinois Chicago,152.0,163.0,98.0,2.472
University of Illinois Chicago,150.0,157.0,100.0,2.939
University of Illinois Chicago,148.0,168.0,99.0,3.32
University of Illinois Chicago,147.0,169.0,97.0,2.44
University of Illinois Chicago,155.0,164.0,109.0,2.88
University of Illinois Chicago,152.0,162.0,101.0,2.72
University of Illinois Chicago,152.0,163.0,108.0,2.41
University of Illinois Chicago,153.0,161.0,102.0,2.794
University of Illinois Chicago,130.0,146.809,120.0,2.68
University of Illinois Chicago,156.0,165.0,112.0,3.684
University of Illinois Chicago,130.0,170.213,120.0,3.4
University of Illinois Chicago,151.0,166.0,101.0,2.84
University of Illinois Chicago,130.0,170.213,96.0,3.12
University of Illinois Chicago,130.0,161.702,105.0,3.152
University of Illinois Chicago,153.0,158.0,93.0,3.04
University of Illinois Chicago,152.0,164.0,113.0,3.2
University of Illinois Chicago,151.0,164.0,110.0,3.38
University of Illinois Chicago,157.0,156.0,115.0,2.88
University of Illinois Chicago,153.0,160.0,8.0,3.16
University of Illinois Chicago,136.0,154.0,85.0,2.68
University of Illinois Chicago,130.0,163.83,96.0,3.24
University of Illinois Chicago,130.0,163.83,116.0,2.577
University of Illinois Chicago,149.0,159.0,102.0,3.304
University of Illinois Chicago,144.0,163.0,95.0,2.993
University of Illinois Chicago,130.0,155.319,104.0,2.68
University of Illinois Chicago,150.0,159.0,104.0,3.088
University of Illinois Chicago,150.0,170.0,104.0,2.88
University of Illinois Chicago,142.553,163.83,102.0,2.619
University of Illinois Chicago,150.0,161.0,96.0,2.48
University of Illinois Chicago,32.0,49.0,100.0,3.79
University of Illinois Chicago,49.0,28.0,110.0,3.008
University of Illinois Chicago,155.0,164.0,99.0,0.317
University of Florida,152.0,161.0,104.0,2.64
University of Florida,145.0,165.0,104.0,3.28
University of Florida,153.0,170.0,105.0,3.16
University of Florida,163.0,154.0,107.0,3.288
University of Florida,130.0,170.213,100.0,3.684
University of Florida,155.0,170.0,118.0,3.98
University of Florida,144.0,158.0,100.0,2.656
University of Florida,130.0,151.064,94.0,2.92
University of Florida,158.0,166.0,105.0,2.84
University of Florida,146.809,168.085,98.0,3.508
University of Florida,136.17,170.213,107.0,3.24
University of Florida,130.0,170.213,102.0,2.6
University of Florida,130.0,165.957,114.0,3.32
University of Florida,156.0,163.0,113.0,2.68
University of Florida,130.0,170.213,110.0,2.96
University of Florida,130.0,165.957,95.0,3.504
University of Florida,150.0,165.0,110.0,2.88
University of Florida,130.0,159.574,103.0,3.352
University of Florida,161.0,168.0,101.0,2.892
University of Florida,130.0,168.085,96.0,2.844
University of Florida,130.0,170.213,108.0,3.064
University of Florida,159.0,164.0,116.0,3.52
University of Florida,151.0,168.0,109.0,3.196
University of Florida,130.0,163.83,108.0,3.44
University of Florida,130.0,170.213,108.0,3.364
University of Florida,131.915,168.085,114.0,3.052
University of Florida,146.0,165.0,94.0,3.0
University of Florida,150.0,167.0,106.0,2.934
University of Florida,130.0,165.957,113.0,2.8
University of Florida,130.0,165.957,117.0,3.472
University of Florida,136.17,170.213,114.0,2.84
University of Florida,150.0,164.0,101.0,3.564
University of Florida,156.0,166.0,114.0,0.322
University of Florida,134.043,170.213,116.0,3.688
University of Florida,130.0,157.447,99.0,3.36
University of Florida,130.0,170.213,103.0,2.72
University of Florida,155.0,167.0,110.0,3.204
University of Florida,149.0,163.0,101.0,3.2
University of Florida,130.0,165.957,95.0,2.52
University of Florida,152.0,165.0,99.0,3.64
University of Florida,170.213,130.0,102.0,3.268
University of Florida,130.0,163.83,88.0,3.24
University of Florida,140.426,170.213,119.0,2.928
University of Florida,130.0,170.213,106.0,3.56
University of Florida,130.0,161.702,93.0,3.44
University of Florida,130.0,170.213,111.0,3.352
University of Florida,157.0,165.0,109.0,2.92
University of Florida,138.298,165.957,112.0,3.04
University of Florida,142.553,170.213,108.0,3.103
University of Florida,130.0,168.085,102.0,3.2
University of Florida,154.0,167.0,108.0,2.688
University of Florida,162.0,170.0,109.0,3.0
University of Florida,160.0,168.0,118.0,3.796
University of Florida,130.0,153.191,117.0,2.8
University of Florida,130.0,155.319,113.0,3.128
University of Florida,153.0,165.0,113.0,2.76
University of Florida,130.0,170.213,105.0,2.928
University of Florida,152.0,152.0,100.0,3.52
University of Florida,136.17,157.447,87.0,2.64
University of Florida,148.936,170.213,110.0,3.348
University of Florida,150.0,170.0,105.0,3.448
University of Florida,156.0,161.0,105.0,3.0
University of Florida,147.0,156.0,95.0,2.08
University of Florida,142.553,168.085,107.0,3.412
University of Florida,136.17,170.213,112.0,2.78
University of Florida,150.0,170.0,108.0,3.3
University of Florida,130.0,163.83,105.0,2.76
University of Florida,155.0,168.0,105.0,3.184
University of Florida,156.0,164.0,106.0,2.936
University of Florida,130.0,170.213,111.0,3.005
University of Florida,134.043,170.213,106.0,3.6
University of Florida,143.0,159.0,98.0,2.844
University of Florida,155.0,160.0,104.0,3.046
University of Florida,130.0,146.809,101.0,2.2
University of Florida,152.0,170.0,104.0,2.78
University of Florida,130.0,159.574,110.0,2.88
University of Florida,160.0,163.0,115.0,3.663
University of Florida,157.0,165.0,104.0,3.4
University of Florida,138.298,170.213,120.0,3.44
University of Florida,160.0,168.0,108.0,3.0
University of Florida,158.0,162.0,111.0,3.276
University of Florida,168.0,167.0,115.0,3.532
University of Florida,154.0,170.0,110.0,3.12
University of Florida,156.0,161.0,110.0,3.24
University of Florida,161.0,159.0,113.0,3.48
University of Florida,150.0,162.0,94.0,2.618
University of Florida,149.0,159.0,98.0,2.864
University of Florida,155.0,162.0,115.0,3.628
University of Florida,136.17,170.213,114.0,3.212
University of Florida,148.0,164.0,112.0,3.264
University of Florida,134.043,161.702,111.0,2.68
University of Florida,136.17,170.213,112.0,3.548
University of Florida,147.0,160.0,94.0,3.136
University of Florida,158.0,165.0,109.0,3.548
University of Florida,156.0,168.0,105.0,2.552
University of Florida,145.0,166.0,101.0,2.88
University of Florida,150.0,169.0,108.0,3.216
University of Florida,155.0,167.0,101.0,3.32
University of Florida,130.0,157.447,97.0,3.053
University of Florida,130.0,168.085,110.0,3.332
University of Florida,130.0,168.085,100.0,2.625
University of Florida,160.0,166.0,108.0,3.124
University of Florida,155.0,162.0,111.0,3.672
University of Florida,130.0,151.064,109.0,2.36
University of Florida,138.298,155.319,108.0,2.68
University of Florida,130.0,170.213,94.0,3.36
University of Florida,130.0,161.702,111.0,2.666
University of Florida,170.213,130.0,113.0,3.372
University of Florida,130.0,153.191,107.0,3.24
University of Florida,138.298,165.957,120.0,3.12
University of Florida,130.0,161.702,107.0,3.564
University of Florida,130.0,159.574,111.0,3.208
University of Florida,156.0,156.0,103.0,2.64
University of Florida,130.0,170.213,107.0,3.544
University of Florida,142.553,159.574,110.0,2.461
University of Florida,155.0,162.0,109.0,0.314
University of Florida,131.915,170.213,108.0,3.456
University of Florida,150.0,160.0,104.0,3.188
University of Florida,151.0,161.0,107.0,2.56
University of Florida,155.319,170.213,117.0,3.129
University of Florida,158.0,170.0,110.0,3.92
University of Florida,130.0,170.213,105.0,3.556
University of Florida,144.681,159.574,109.0,3.852
University of Florida,144.681,155.319,97.0,3.536
University of Florida,130.0,146.809,98.0,3.28
University of Florida,161.0,164.0,111.0,2.974
University of Florida,134.043,168.085,120.0,2.919
University of Florida,155.0,160.0,94.0,2.52
University of Florida,156.0,164.0,110.0,3.32
University of Florida,158.0,162.0,115.0,3.24
University of Florida,130.0,155.319,104.0,3.0
University of Florida,138.298,168.085,110.0,2.72
University of Florida,144.681,170.213,114.0,3.464
University of Florida,160.0,164.0,117.0,3.02
University of Florida,152.0,166.0,110.0,2.876
University of Florida,153.0,158.0,100.0,2.957
University of Florida,130.0,159.574,110.0,3.4
University of Florida,130.0,168.085,105.0,3.32
University of Florida,160.0,168.0,112.0,3.12
University of Florida,155.0,168.0,107.0,3.416
University of Florida,154.0,163.0,101.0,3.28
University of Florida,156.0,162.0,101.0,3.128
University of Florida,158.0,155.0,114.0,3.36
University of Florida,130.0,170.213,99.0,3.18
University of Florida,142.553,170.213,110.0,3.48
University of Florida,156.0,166.0,108.0,3.144
University of Florida,143.0,160.0,84.0,2.4
University of Florida,146.809,170.213,117.0,3.32
University of Florida,143.0,160.0,92.0,3.108
University of Florida,130.0,163.83,107.0,3.52
University of Florida,153.191,159.574,111.0,2.488
University of Florida,153.0,170.0,107.0,3.424
University of Florida,130.0,161.702,120.0,2.76
University of Florida,157.0,170.0,118.0,3.516
University of Florida,130.0,155.319,114.0,3.0
University of Florida,162.0,168.0,112.0,3.204
University of Florida,151.0,163.0,98.0,2.96
University of Florida,130.0,170.213,107.0,3.6
University of Florida,130.0,161.702,105.0,2.86
University of Florida,131.915,157.447,106.0,3.24
University of Florida,130.0,161.702,111.0,3.388
University of Florida,130.0,159.574,114.0,3.28
University of Florida,158.0,161.0,109.0,3.16
University of Florida,130.0,168.085,100.0,3.44
University of Florida,153.0,164.0,112.0,3.488
University of Florida,157.0,165.0,110.0,2.66
University of Florida,130.0,159.574,89.0,3.336
University of Florida,155.0,162.0,104.0,2.54
University of Florida,136.17,161.702,87.0,2.52
University of Florida,157.0,155.0,110.0,0.377
University of Florida,138.298,163.83,105.0,3.38
University of Florida,134.043,170.213,114.0,3.392
University of Florida,152.0,169.0,109.0,2.499
University of Florida,138.0,161.0,91.0,3.05
University of Florida,165.0,165.0,111.0,3.136
University of Florida,163.0,166.0,117.0,3.216
University of Florida,162.0,160.0,115.0,3.228
University of Florida,152.0,161.0,101.0,3.548
University of Florida,150.0,159.0,105.0,3.36
University of Florida,154.0,163.0,108.0,3.12
University of Florida,150.0,166.0,107.0,2.801
University of Florida,151.0,164.0,94.0,3.056
University of Florida,157.0,162.0,109.0,3.292
University of Florida,130.0,170.213,109.0,3.212
University of Florida,130.0,170.213,98.0,3.468
University of Florida,136.17,170.213,105.0,2.92
University of Florida,160.0,164.0,113.0,3.52
University of Florida,143.0,156.0,91.0,3.12
University of Florida,130.0,155.319,81.0,2.6
University of Florida,130.0,155.319,91.0,2.416
University of Florida,130.0,170.213,109.0,3.3
University of Florida,130.0,170.213,120.0,3.38
University of Florida,130.0,170.213,100.0,3.232
University of Florida,136.17,161.702,109.0,2.964
University of Florida,153.191,165.957,115.0,3.076
University of Florida,148.0,161.0,105.0,2.876
University of Florida,155.0,164.0,115.0,3.32
University of Florida,153.0,159.0,107.0,2.4
University of Florida,158.0,164.0,114.0,3.372
University of Florida,130.0,170.213,107.0,2.68
University of Florida,130.0,155.319,104.0,3.068
University of Florida,136.17,168.085,90.0,3.64
University of Florida,130.0,163.83,120.0,3.24
University of Florida,154.0,164.0,111.0,3.073
University of Florida,134.043,165.957,100.0,2.904
University of Florida,130.0,170.213,106.0,3.204
University of Florida,153.0,158.0,114.0,3.444
University of Florida,130.0,170.213,98.0,3.0
University of Florida,146.809,170.213,99.0,2.76
University of Florida,130.0,134.043,98.0,2.28
University of Florida,144.681,165.957,110.0,2.68
University of Florida,130.0,155.319,93.0,3.4
University of Florida,130.0,159.574,106.0,3.0
University of Florida,157.447,170.213,118.0,3.144
University of Florida,130.0,170.213,104.0,3.18
University of Florida,150.0,160.0,100.0,3.176
University of Florida,153.0,169.0,114.0,2.973
University of Florida,130.0,168.085,97.0,2.2
University of Florida,130.0,157.447,106.0,3.764
University of Florida,130.0,163.83,99.0,3.5
University of Florida,136.17,161.702,112.0,3.136
University of Florida,151.0,161.0,98.0,2.832
University of Florida,130.0,168.085,106.0,3.26
University of Florida,157.0,159.0,111.0,3.08
University of Florida,149.0,162.0,90.0,3.436
University of Florida,130.0,161.702,98.0,2.8
University of Florida,130.0,168.085,117.0,2.64
University of Florida,157.0,164.0,8.0,2.84
University of Florida,162.0,167.0,113.0,2.824
University of Florida,130.0,170.213,98.0,3.12
University of Florida,150.0,165.0,105.0,3.24
University of Florida,151.0,165.0,103.0,3.274
University of Florida,146.809,170.213,112.0,3.916
University of Florida,130.0,170.213,108.0,2.68
University of Florida,130.0,168.085,120.0,3.52
University of Florida,131.915,168.085,118.0,3.24
University of Florida,168.0,168.0,118.0,3.46
University of Florida,130.0,170.213,109.0,3.2
University of Florida,130.0,159.574,113.0,3.31
University of Florida,153.0,150.0,105.0,2.616
University of Florida,149.0,154.0,108.0,2.96
University of Florida,130.0,151.064,101.0,3.22
University of Florida,154.0,164.0,103.0,2.76
University of Florida,158.0,163.0,107.0,2.624
University of Florida,130.0,159.574,110.0,3.24
University of Florida,149.0,154.0,98.0,2.36
University of Florida,157.0,163.0,112.0,3.592
University of Florida,130.0,170.213,100.0,3.32
University of Florida,151.064,170.213,116.0,2.34
University of Florida,162.0,161.0,109.0,3.64
University of Florida,130.0,140.426,94.0,2.56
University of Florida,130.0,170.213,109.0,4.0
University of Florida,130.0,148.936,109.0,3.2
University of Florida,153.0,166.0,103.0,2.804
University of Florida,130.0,170.213,105.0,2.5
University of Florida,163.0,161.0,109.0,2.68
University of Florida,130.0,163.83,101.0,3.384
University of Florida,150.0,164.0,89.0,0.0
University of Florida,152.0,167.0,95.0,3.096
University of Florida,130.0,163.83,97.0,3.32
University of Florida,130.0,163.83,104.0,2.84
University of Florida,151.0,160.0,102.0,3.436
University of Florida,163.0,163.0,110.0,2.949
University of Florida,152.0,159.0,103.0,3.31
University of Florida,130.0,170.213,108.0,3.664
University of Florida,154.0,159.0,113.0,3.36
University of Florida,152.0,162.0,112.0,2.828
University of Florida,130.0,165.957,102.0,3.214
University of Florida,161.0,161.0,112.0,3.32
University of Florida,130.0,161.702,110.0,2.96
University of Florida,131.915,165.957,115.0,3.14
University of Florida,160.0,162.0,111.0,3.64
University of Florida,152.0,165.0,104.0,3.004
University of Florida,164.0,164.0,119.0,3.188
University of Florida,130.0,159.574,102.0,2.746
University of Florida,130.0,170.213,105.0,3.218
University of Florida,152.0,157.0,111.0,3.64
University of Florida,158.0,162.0,110.0,2.924
University of Florida,130.0,154.468,90.0,2.64
University of Florida,158.0,165.0,112.0,3.708
University of Florida,153.0,168.0,116.0,3.2
University of Florida,155.0,167.0,101.0,3.26
University of Florida,130.0,170.213,108.0,3.16
University of Florida,130.0,170.213,87.0,3.828
University of Florida,130.0,170.213,97.0,3.28
University of Florida,150.0,162.0,103.0,2.78
University of Florida,130.0,170.213,107.0,3.112
University of Florida,152.0,157.0,100.0,2.308
University of Florida,130.0,163.83,114.0,3.36
University of Florida,130.0,153.191,109.0,3.408
University of Florida,157.0,161.0,109.0,3.512
University of Florida,130.0,170.213,98.0,3.596
University of Florida,160.0,170.0,112.0,3.44
University of Florida,155.0,162.0,104.0,3.124
University of Florida,170.213,170.213,112.0,3.388
University of Florida,146.0,167.0,105.0,2.76
University of Florida,130.0,170.213,103.0,3.252
University of Florida,130.0,159.574,92.0,3.504
University of Florida,146.0,161.0,99.0,2.701
University of Florida,130.0,159.574,106.0,2.88
University of Florida,142.0,156.0,98.0,2.72
University of Florida,134.043,153.191,106.0,2.6
University of Florida,164.0,162.0,114.0,2.984
University of Florida,155.0,163.0,104.0,0.32
University of Florida,130.0,168.085,107.0,3.28
University of Florida,150.0,168.0,114.0,2.96
University of Florida,130.0,170.213,103.0,2.88
University of Florida,130.0,170.213,120.0,3.384
University of Florida,130.0,165.957,97.0,3.28
University of Florida,130.0,161.702,90.0,2.579
University of Florida,150.0,161.0,102.0,2.692
University of Florida,155.0,162.0,109.0,3.28
University of Florida,152.0,166.0,112.0,3.604
University of Florida,130.0,170.213,106.0,3.416
University of Florida,136.17,161.702,113.0,3.16
University of Florida,130.0,170.213,115.0,3.44
University of Florida,130.0,163.83,101.0,3.712
University of Florida,153.0,168.0,107.0,2.96
University of Florida,154.0,165.0,106.0,2.936
University of Florida,152.0,168.0,105.0,2.56
University of Florida,136.17,170.213,108.0,3.16
University of Florida,151.0,162.0,113.0,3.332
University of Florida,130.0,151.064,120.0,3.132
University of Florida,130.0,168.085,109.0,3.36
University of Florida,154.0,162.0,102.0,3.32
University of Florida,130.0,155.319,110.0,3.32
University of Florida,153.0,165.0,106.0,3.132
University of Florida,146.0,162.0,97.0,2.8
University of Florida,152.0,166.0,110.0,3.556
University of Florida,147.0,163.0,97.0,3.197
University of Florida,140.426,144.681,111.0,3.4
University of Florida,130.0,157.447,87.0,3.78
University of Florida,146.0,167.0,100.0,3.384
University of Florida,130.0,155.319,91.0,2.34
University of Florida,153.0,156.0,103.0,3.456
University of Florida,130.0,155.319,93.0,3.088
University of Florida,130.0,163.83,102.0,2.6
University of Florida,153.191,170.213,114.0,3.4
University of Florida,153.0,170.0,90.0,3.08
University of Florida,149.0,161.0,105.0,3.282
University of Florida,130.0,170.213,97.0,3.192
University of Florida,130.0,159.574,110.0,2.826
University of Florida,130.0,170.213,114.0,3.546
University of Florida,150.0,168.0,101.0,3.48
University of Florida,151.064,170.213,120.0,3.44
University of Florida,149.0,164.0,107.0,2.819
University of Florida,131.915,170.213,115.0,2.48
University of Florida,25.0,47.0,7.0,2.72
University of Florida,157.0,168.0,107.0,3.356
University of Florida,168.0,170.0,116.0,2.28
University of Florida,131.915,170.213,110.0,3.596
University of Florida,140.426,170.213,114.0,2.296
University of Florida,159.0,168.0,108.0,3.7
University of Florida,155.0,168.0,113.0,3.004
University of Florida,130.0,170.213,110.0,2.67
University of Florida,158.0,167.0,117.0,3.28
University of Florida,155.0,170.0,103.0,3.28
University of Florida,152.0,162.0,101.0,2.8
University of Florida,130.0,170.213,99.0,3.0
University of Florida,130.0,168.085,100.0,3.0
University of Florida,151.0,158.0,110.0,2.64
University of Florida,130.0,151.064,82.0,2.5
University of Florida,130.0,170.213,112.0,3.54
University of Florida,158.0,160.0,107.0,3.124
University of Florida,158.0,160.0,117.0,3.23
University of Florida,130.0,153.191,101.0,3.22
University of Florida,130.0,165.957,102.0,2.328
University of Florida,130.0,163.83,109.0,3.96
University of Florida,130.0,163.83,113.0,3.2
University of Florida,144.0,152.0,101.0,2.578
University of Florida,140.426,151.064,112.0,2.8
University of Florida,158.0,168.0,110.0,2.36
University of Florida,130.0,159.574,100.0,3.444
University of Florida,156.0,167.0,111.0,2.73
University of Florida,160.0,166.0,117.0,3.389
University of Florida,152.0,160.0,93.0,3.215
University of Florida,152.0,161.0,101.0,2.84
University of Florida,130.0,165.957,112.0,3.376
University of Florida,151.0,156.0,103.0,3.008
University of Florida,130.0,159.574,107.0,3.408
University of Florida,130.0,170.213,102.0,3.412
University of Florida,130.0,170.213,110.0,3.248
University of Florida,130.0,165.957,108.0,3.668
University of Florida,130.0,170.213,102.0,3.52
University of Florida,145.0,153.0,99.0,2.8
University of Florida,152.0,165.0,98.0,3.644
University of Florida,130.0,168.085,105.0,3.704
University of Florida,154.0,159.0,110.0,3.336
University of Florida,160.0,150.0,104.0,2.84
University of Florida,130.0,165.957,112.0,3.4
University of Florida,149.0,167.0,102.0,3.2
University of Florida,160.0,165.0,109.0,3.22
University of Florida,130.0,165.957,109.0,3.48
University of Florida,146.809,159.574,120.0,3.16
University of Florida,130.0,170.213,112.0,2.705
University of Florida,130.0,168.085,113.0,3.148
University of Florida,146.0,160.0,90.0,2.412
University of Florida,157.0,164.0,109.0,2.9
University of Florida,156.0,165.0,103.0,2.816
University of Florida,153.0,170.0,103.0,2.88
University of Florida,130.0,163.83,108.0,3.332
University of Florida,159.0,162.0,109.0,3.54
University of Florida,130.0,168.085,97.0,0.16
University of Florida,161.702,168.085,111.0,3.16
University of Florida,130.0,161.702,109.0,3.4
University of Florida,130.0,157.447,91.0,3.32
University of Florida,130.0,168.085,100.0,3.388
University of Florida,159.0,163.0,112.0,3.372
University of Florida,164.0,163.0,113.0,3.024
University of Florida,130.0,159.574,98.0,2.668
University of Florida,146.0,163.0,100.0,3.008
University of Florida,130.0,155.319,120.0,3.244
University of Florida,151.064,159.574,107.0,3.38
University of Florida,130.0,170.213,108.0,3.16
University of Florida,153.0,161.0,113.0,2.411
University of Florida,157.0,161.0,105.0,2.72
University of Florida,138.298,159.574,110.0,2.88
University of Florida,130.0,170.213,98.0,2.948
University of Florida,146.809,170.213,113.0,2.64
University of Florida,145.0,160.0,96.0,2.6
University of Florida,158.0,163.0,110.0,3.12
University of Florida,160.0,167.0,110.0,3.224
University of Florida,130.0,170.213,112.0,2.925
University of Florida,155.0,156.0,110.0,3.176
University of Florida,130.0,168.085,100.0,3.48
University of Florida,130.0,168.085,108.0,3.16
University of Florida,130.0,168.085,105.0,3.408
University of Florida,130.0,170.213,105.0,2.952
University of Florida,130.0,168.085,110.0,2.92
University of Florida,21.0,47.0,102.0,3.308
University of Florida,130.0,170.213,90.0,2.96
University of Florida,130.0,165.957,115.0,3.548
University of Florida,148.0,156.0,109.0,3.38
University of Florida,130.0,161.702,94.0,3.2
University of Florida,155.0,168.0,105.0,3.552
University of Florida,153.0,157.0,107.0,3.168
University of Florida,134.043,159.574,111.0,3.32
University of Florida,161.0,168.0,117.0,3.588
University of Florida,154.0,168.0,112.0,3.5
University of Florida,155.0,168.0,111.0,3.52
University of Florida,130.0,157.447,108.0,2.894
University of Florida,130.0,165.957,106.0,3.252
University of Florida,156.0,168.0,98.0,3.24
University of Florida,153.0,165.0,105.0,3.736
University of Florida,147.0,170.0,100.0,3.428
University of Florida,153.0,158.0,99.0,2.48
University of Florida,130.0,170.213,109.0,3.628
University of Florida,152.0,161.0,104.0,2.94
University of Florida,130.0,163.83,105.0,2.6
University of Florida,152.0,164.0,101.0,3.116
University of Florida,146.809,170.213,117.0,2.96
University of Florida,163.0,168.0,112.0,2.752
University of Florida,153.0,161.0,110.0,3.333
University of Florida,151.0,163.0,106.0,3.2
University of Florida,142.553,170.213,111.0,2.672
University of Florida,145.0,154.0,96.0,3.112
University of Florida,130.0,163.83,110.0,2.844
University of Florida,144.0,153.0,83.0,2.68
University of Florida,153.0,161.0,111.0,3.52
University of Florida,130.0,140.426,94.0,2.52
University of Florida,159.0,161.0,109.0,2.928
University of Florida,152.0,161.0,92.0,2.56
University of Florida,144.0,156.0,100.0,2.48
University of Florida,155.0,161.0,107.0,3.12
University of Florida,162.0,163.0,111.0,3.24
University of Florida,131.915,170.213,103.0,2.724
University of Florida,157.0,167.0,102.0,2.76
University of Florida,130.0,151.064,108.0,3.44
University of Florida,161.0,166.0,113.0,3.612
University of Florida,152.0,168.0,103.0,3.672
University of Florida,157.0,168.0,116.0,3.2
University of Florida,149.0,166.0,107.0,3.13
University of Florida,130.0,159.574,93.0,2.988
University of Florida,146.0,161.0,94.0,2.86
University of Florida,156.0,161.0,115.0,3.448
University of Florida,138.298,168.085,111.0,3.216
University of Florida,131.915,170.213,108.0,3.18
University of Florida,160.0,161.0,109.0,2.688
University of Florida,130.0,168.085,117.0,2.64
University of Florida,130.0,165.957,117.0,3.36
University of Florida,145.0,154.0,81.0,3.56
University of Florida,153.0,163.0,106.0,2.756
University of Florida,142.553,170.213,110.0,2.772
University of Florida,153.0,170.0,90.0,3.08
University of Florida,130.0,163.83,98.0,3.08
University of Florida,142.553,168.085,9.0,3.432
University of Florida,130.0,170.213,107.0,3.56
University of Florida,166.0,164.0,119.0,3.132
University of Florida,130.0,170.213,113.0,3.36
University of Florida,144.681,170.213,106.0,3.348
University of Florida,153.0,163.0,106.0,3.18
University of Florida,152.0,162.0,105.0,3.4
University of Florida,149.0,164.0,113.0,3.08
University of Florida,150.0,159.0,93.0,2.24
University of Florida,151.0,165.0,111.0,3.444
University of Florida,148.936,165.957,116.0,3.496
University of Florida,149.0,163.0,98.0,3.604
University of Florida,150.0,159.0,109.0,2.68
University of Florida,130.0,146.809,95.0,3.12
University of Florida,156.0,169.0,111.0,3.704
University of Florida,130.0,155.319,112.0,3.277
University of Florida,130.0,165.957,112.0,3.08
University of Florida,154.0,163.0,101.0,3.04
University of Florida,130.0,165.957,109.0,3.12
University of Florida,147.0,160.0,92.0,3.344
University of Florida,130.0,163.83,94.0,3.268
University of Florida,152.0,151.0,104.0,2.64
University of Florida,146.0,160.0,106.0,2.6
University of Florida,148.936,170.213,116.0,3.664
University of Florida,130.0,170.213,117.0,3.56
University of Florida,155.319,170.213,118.0,3.2
University of Florida,130.0,170.213,116.0,3.584
University of Florida,130.0,170.213,108.0,3.304
University of Florida,155.0,166.0,108.0,3.7
University of Florida,152.0,165.0,109.0,3.08
University of Florida,150.0,162.0,111.0,3.151
University of Florida,149.0,156.0,108.0,3.868
University of Florida,157.0,158.0,106.0,3.42
University of Florida,130.0,170.213,109.0,3.444
University of Florida,130.0,170.213,97.0,3.836
University of Florida,130.0,170.213,99.0,3.52
University of Florida,150.0,163.0,104.0,3.584
University of Florida,161.0,169.0,109.0,3.764
University of Florida,143.0,164.0,94.0,2.964
University of Florida,130.0,170.213,106.0,2.76
University of Florida,146.809,170.213,116.0,3.32
University of Florida,29.0,44.0,107.0,3.04
University of Florida,152.0,167.0,101.0,3.504
University of Florida,144.681,170.213,112.0,2.708
